1734106473.988853,0
1734106474.120078,0
1734106474.232169,0
1734106474.345023,0
1734106474.463471,0
1734106474.583966,0
1734106474.717057,0
1734106474.831065,0
1734106474.944061,0
1734106475.058157,0
1734106475.172427,0
1734106475.279222,0
1734106475.394765,0
1734106475.511568,0
1734106475.628107,0
1734106475.742813,0
1734106475.870347,0
1734106475.987849,0
1734106476.104114,0
1734106476.220479,0
1734106476.337020,0
1734106476.452888,0
1734106476.569501,0
1734106476.687878,0
1734106476.804274,0
1734106476.922022,0
1734106477.039713,0
1734106477.156334,0
1734106477.272697,0
1734106477.390119,0
1734106477.528470,0
1734106477.646123,0
1734106477.765829,0
1734106477.882442,0
1734106478.000983,0
1734106478.118128,0
1734106478.234532,0
1734106478.351315,0
1734106478.470961,0
1734106478.588334,0
1734106478.706815,0
1734106478.823453,0
1734106478.941835,0
1734106479.067864,0
1734106479.174043,0
1734106479.292361,0
1734106479.417163,0
1734106479.538913,0
1734106479.655082,0
1734106479.798701,0
1734106479.934981,0
1734106480.053640,0
1734106480.190554,0
1734106480.312141,0
1734106480.431891,0
1734106480.604691,0
1734106480.725199,0
1734106480.843678,0
1734106480.963816,0
1734106481.105571,0
1734106481.267998,0
1734106481.440887,0
1734106481.559454,0
1734106481.691266,0
1734106481.811455,0
1734106481.951315,0
1734106482.119563,0
1734106482.322973,0
1734106482.526259,0
1734106482.647889,0
1734106482.804493,0
1734106482.936667,0
1734106483.141829,0
1734106483.329345,0
1734106483.450189,0
1734106483.623684,0
1734106483.733412,0
1734106483.878723,0
1734106484.031625,0
1734106484.157170,0
1734106484.349880,0
1734106484.475126,0
1734106484.604378,0
1734106484.728268,0
1734106484.880267,0
1734106485.003861,0
1734106485.156136,0
1734106485.332072,0
1734106485.482194,0
1734106485.614051,0
1734106485.780519,0
1734106485.900757,0
1734106486.020066,0
1734106486.162752,0
1734106486.304404,0
1734106486.425737,0
1734106486.545171,0
1734106486.669434,0
1734106486.811457,0
1734106486.945233,0
1734106487.065686,0
1734106487.251696,0
1734106487.371963,0
1734106487.481958,0
1734106487.597796,0
1734106487.732617,0
1734106487.879399,0
1734106488.000924,0
1734106488.106907,0
1734106488.293337,0
1734106488.412756,0
1734106488.532890,0
1734106488.653440,0
1734106488.775831,0
1734106488.892961,0
1734106489.017592,0
1734106489.130292,0
1734106489.245417,0
1734106489.375709,0
1734106489.515097,0
1734106489.650815,0
1734106489.771364,0
1734106489.891157,0
1734106490.074581,0
1734106490.205766,0
1734106490.328015,0
1734106490.485811,0
1734106490.604497,0
1734106490.730743,0
1734106490.853242,0
1734106490.971701,0
1734106491.090211,0
1734106491.224501,0
1734106491.346868,0
1734106491.466090,0
1734106491.584442,0
1734106491.708112,0
1734106491.828100,0
1734106491.947031,0
1734106492.067839,0
1734106492.189132,0
1734106492.325904,0
1734106492.449489,0
1734106492.569761,0
1734106492.688527,0
1734106492.808641,0
1734106492.929505,0
1734106493.048702,0
1734106493.179883,0
1734106493.300797,0
1734106493.420854,0
1734106493.541527,0
1734106493.661606,0
1734106493.782221,0
1734106493.901186,0
1734106494.021688,0
1734106494.142803,0
1734106494.263120,0
1734106494.400112,0
1734106494.556723,0
1734106494.676733,0
1734106494.796823,0
1734106494.919567,0
1734106495.038872,0
1734106495.159907,0
1734106495.281394,0
1734106495.404160,0
1734106495.526893,0
1734106495.648407,0
1734106495.772941,0
1734106495.892489,0
1734106496.027774,0
1734106496.147642,0
1734106496.272073,0
1734106496.391937,0
1734106496.513467,0
1734106496.669656,0
1734106496.798387,0
1734106496.936754,0
1734106497.073410,0
1734106497.200891,0
1734106497.311904,0
1734106497.452621,0
1734106497.582193,0
1734106497.702451,0
1734106497.823595,0
1734106497.950832,0
1734106498.086402,0
1734106498.230884,0
1734106498.352586,0
